model,state,observations,dwell_time,estimates,TRUE,mean,median,sd,bias_mean,bias_mean_pp,bias_median,bias_median_pp,coverage_pp
mhmm,4,1000,1.4,gamma_prob_bar_S4toS3_no_diag,0.333,0.33,0.33,0.01,0,0.36,0,0.33,97.66
mhmm,4,1000,1.4,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,1.4,dwell_mu_bar_1,1.443,0.86,0.85,0.06,-0.59,40.59,-0.59,40.79,0
mhmm,4,1000,1.4,dwell_mu_bar_2,1.443,0.84,0.84,0.06,-0.6,41.76,-0.61,41.97,0
mhmm,4,1000,1.4,dwell_mu_bar_3,1.443,0.85,0.85,0.06,-0.59,41.14,-0.6,41.35,0
mhmm,4,1000,1.4,dwell_mu_bar_4,1.443,0.86,0.85,0.06,-0.59,40.59,-0.59,40.81,0
mhmm,4,1000,3.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,3.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.35,0.35,0.01,0.01,3.82,0.01,3.77,94.53
mhmm,4,1000,3.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,-0.01,2.18,-0.01,2.22,99.22
mhmm,4,1000,3.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,-0.01,1.64,-0.01,1.68,97.66
mhmm,4,1000,3.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.01,0.01,1.98,0.01,1.97,95.31
mhmm,4,1000,3.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,3.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.34,0.34,0.02,0.01,2.5,0.01,2.45,94.53
mhmm,4,1000,3.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.02,-0.01,4.49,-0.02,4.53,89.84
mhmm,4,1000,3.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.32,0.32,0.01,-0.01,3.28,-0.01,3.29,89.06
mhmm,4,1000,3.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0.01,1.52,0,1.48,97.66
mhmm,4,1000,3.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,3.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.02,0.01,1.76,0.01,1.71,95.31
mhmm,4,1000,3.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.01,0,0.99,0,1.01,96.09
mhmm,4,1000,3.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,-0.01,1.61,-0.01,1.65,92.97
mhmm,4,1000,3.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0.01,2.6,0.01,2.56,93.75
mhmm,4,1000,3.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,3.5,dwell_mu_bar_1,3.476,2.85,2.84,0.19,-0.63,18.1,-0.64,18.3,11.72
mhmm,4,1000,3.5,dwell_mu_bar_2,3.476,2.78,2.77,0.2,-0.7,20.11,-0.71,20.33,9.38
mhmm,4,1000,3.5,dwell_mu_bar_3,3.476,2.79,2.79,0.2,-0.68,19.61,-0.69,19.85,10.16
mhmm,4,1000,3.5,dwell_mu_bar_4,3.476,2.85,2.85,0.2,-0.62,17.88,-0.63,18.11,15.62
mhmm,4,1000,19.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,19.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.02,0.01,1.83,0.01,1.75,100
mhmm,4,1000,19.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.02,-0.01,1.5,-0.01,1.58,98.44
mhmm,4,1000,19.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.02,0,0.33,0,0.41,99.22
mhmm,4,1000,19.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.02,0.01,2.36,0.01,2.33,95.31
mhmm,4,1000,19.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,19.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.33,0.33,0.02,0,0.27,0,0.21,97.66
mhmm,4,1000,19.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.32,0.32,0.02,-0.01,2.63,-0.01,2.7,95.31
mhmm,4,1000,19.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.33,0.33,0.02,-0.01,2.28,-0.01,2.34,96.09
mhmm,4,1000,19.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.34,0.34,0.02,0,1.17,0,1.12,98.44
mhmm,4,1000,19.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,19.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.34,0.34,0.02,0,1.12,0,1.06,100
mhmm,4,1000,19.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.33,0.33,0.02,0,0.11,0,0.14,98.44
mhmm,4,1000,19.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.02,0,1.31,0,1.37,100
mhmm,4,1000,19.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.34,0.34,0.02,0,1.41,0,1.33,100
mhmm,4,1000,19.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,19.5,dwell_mu_bar_1,19.496,16,15.94,1.22,-3.5,17.95,-3.55,18.22,14.84
mhmm,4,1000,19.5,dwell_mu_bar_2,19.496,15.69,15.64,1.29,-3.8,19.5,-3.86,19.79,13.28
mhmm,4,1000,19.5,dwell_mu_bar_3,19.496,15.69,15.63,1.29,-3.81,19.54,-3.87,19.84,10.94
mhmm,4,1000,19.5,dwell_mu_bar_4,19.496,15.88,15.82,1.3,-3.62,18.55,-3.67,18.84,20.31
mhmm,4,1000,99.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,99.5,gamma_prob_bar_S1toS2_no_diag,0.333,0.34,0.34,0.03,0,0.68,0,0.59,100
mhmm,4,1000,99.5,gamma_prob_bar_S1toS3_no_diag,0.333,0.33,0.33,0.03,0,0.4,0,0.54,100
mhmm,4,1000,99.5,gamma_prob_bar_S1toS4_no_diag,0.333,0.33,0.33,0.03,0,0.28,0,0.42,100
mhmm,4,1000,99.5,gamma_prob_bar_S2toS1_no_diag,0.333,0.34,0.34,0.03,0.01,3.48,0.01,3.37,100
mhmm,4,1000,99.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,99.5,gamma_prob_bar_S2toS3_no_diag,0.333,0.33,0.33,0.03,0,1.12,0,1.24,100
mhmm,4,1000,99.5,gamma_prob_bar_S2toS4_no_diag,0.333,0.33,0.32,0.03,-0.01,2.36,-0.01,2.5,100
mhmm,4,1000,99.5,gamma_prob_bar_S3toS1_no_diag,0.333,0.34,0.34,0.03,0,0.94,0,0.83,100
mhmm,4,1000,99.5,gamma_prob_bar_S3toS2_no_diag,0.333,0.33,0.33,0.03,0,0.47,0,0.31,100
mhmm,4,1000,99.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,99.5,gamma_prob_bar_S3toS4_no_diag,0.333,0.33,0.33,0.03,0,1.41,-0.01,1.55,100
mhmm,4,1000,99.5,gamma_prob_bar_S4toS1_no_diag,0.333,0.34,0.34,0.03,0.01,1.53,0,1.46,99.22
mhmm,4,1000,99.5,gamma_prob_bar_S4toS2_no_diag,0.333,0.33,0.33,0.03,-0.01,1.62,-0.01,1.75,100
mhmm,4,1000,99.5,gamma_prob_bar_S4toS3_no_diag,0.333,0.33,0.33,0.03,0,0.09,0,0.04,99.22
mhmm,4,1000,99.5,gamma_prob_bar_S4toS4_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,4,1000,99.5,dwell_mu_bar_1,99.499,41.99,41.73,4.67,-57.51,57.8,-57.77,58.06,0
mhmm,4,1000,99.5,dwell_mu_bar_2,99.499,41.09,40.83,4.75,-58.41,58.7,-58.67,58.97,0
mhmm,4,1000,99.5,dwell_mu_bar_3,99.499,41.16,40.89,4.78,-58.34,58.64,-58.61,58.91,0
mhmm,4,1000,99.5,dwell_mu_bar_4,99.499,41.49,41.24,4.85,-58,58.3,-58.26,58.56,0
mhmm,3,500,mix,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,500,mix,gamma_prob_bar_S1toS2_no_diag,0.5,0.51,0.51,0.03,0.01,2.13,0.01,2.15,99.22
mhmm,3,500,mix,gamma_prob_bar_S1toS3_no_diag,0.5,0.49,0.49,0.03,-0.01,2.13,-0.01,2.15,99.22
mhmm,3,500,mix,gamma_prob_bar_S2toS1_no_diag,0.5,0.51,0.51,0.03,0.01,2.23,0.01,2.27,97.66
mhmm,3,500,mix,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,500,mix,gamma_prob_bar_S2toS3_no_diag,0.5,0.49,0.49,0.03,-0.01,2.23,-0.01,2.27,97.66
mhmm,3,500,mix,gamma_prob_bar_S3toS1_no_diag,0.5,0.5,0.5,0.03,0,0.12,0,0.1,99.22
mhmm,3,500,mix,gamma_prob_bar_S3toS2_no_diag,0.5,0.5,0.5,0.03,0,0.12,0,0.1,99.22
mhmm,3,500,mix,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,500,mix,dwell_mu_bar_1,3.476,2.37,2.36,0.16,-1.11,31.91,-1.11,32.08,0
mhmm,3,500,mix,dwell_mu_bar_2,19.496,12.73,12.67,1.14,-6.77,34.71,-6.82,34.99,0
mhmm,3,500,mix,dwell_mu_bar_3,99.499,69.69,69.3,6.89,-29.81,29.96,-30.2,30.35,0
